city,stateAbb,year,department,expensecat,subdep,expensedescrip,personneltype,group,total
Bridgeport,CT,2020,Police Department,Personnel Services,Other,Fringe Benefits,All staff,Group 4,1191273
Bridgeport,CT,2020,Police Department,Personnel Services,Other,Salaries/Wages,All staff,Group 4,3678050
Bridgeport,CT,2020,Police Department,Personnel Services,Patrol,Fringe Benefits,All staff,Group 4,9820779
Bridgeport,CT,2020,Police Department,Personnel Services,Patrol,Salaries/Wages,All staff,Group 4,20241234
Bridgeport,CT,2020,Police Department,Personnel Services,Records,Fringe Benefits,All staff,Group 4,171159
Bridgeport,CT,2020,Police Department,Personnel Services,Records,Salaries/Wages,All staff,Group 4,508744
Bridgeport,CT,2020,Police Department,Personnel Services,Traffic,Fringe Benefits,All staff,Group 4,415748
Bridgeport,CT,2020,Police Department,Personnel Services,Traffic,Salaries/Wages,All staff,Group 4,848244
Bridgeport,CT,2020,Police Department,Personnel Services,Training,Fringe Benefits,All staff,Group 4,41561
Bridgeport,CT,2020,Police Department,Personnel Services,Training,Salaries/Wages,All staff,Group 4,70966
Burlington,VT,2020,Police Department,Capital Projects,All Sub-departments,Field Equipment,All staff,Group 5,9760
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Hospitality Expenses,All staff,Group 5,6400
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,IT Services,Other staff,Group 5,79300
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Laboratory Analysis,Other staff,Group 5,2000
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Language Services,Other staff,Group 5,6000
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Medical Services,Other staff,Group 5,20000
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Other,Other staff,Group 5,41500
Burlington,VT,2020,Police Department,Contractual Services,All Sub-departments,Professional Fees,All staff,Group 5,65744
Burlington,VT,2020,Police Department,Equipment,All Sub-departments,Field Equipment,All staff,Group 5,85400
Burlington,VT,2020,Police Department,Equipment,All Sub-departments,Maintenance,All staff,Group 5,7000
Burlington,VT,2020,Police Department,Equipment,All Sub-departments,Office Supplies,All staff,Group 5,101700
Burlington,VT,2020,Police Department,Equipment,All Sub-departments,Transportation,All staff,Group 5,30000
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Facility,All staff,Group 5,170800
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Field Equipment,All staff,Group 5,23000
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Legal Fees,All staff,Group 5,2100
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Maintenance,All staff,Group 5,200
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Office Supplies,All staff,Group 5,56500
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Other,All staff,Group 5,59100
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Travel,All staff,Group 5,900
Burlington,VT,2020,Police Department,Materials and Services,All Sub-departments,Uniforms,All staff,Group 5,67000
Burlington,VT,2020,Police Department,Operations,All Sub-departments,Facility,All staff,Group 5,10000
Burlington,VT,2020,Police Department,Operations,All Sub-departments,Field Equipment,All staff,Group 5,4000
Burlington,VT,2020,Police Department,Operations,All Sub-departments,Maintenance,All staff,Group 5,62100
Burlington,VT,2020,Police Department,Operations,All Sub-departments,Transportation,All staff,Group 5,12000
Burlington,VT,2020,Police Department,Other,All Sub-departments,All expense items,All staff,Group 5,24000
Burlington,VT,2020,Police Department,Other,All Sub-departments,Other,All staff,Group 5,1500
Burlington,VT,2020,Police Department,Other,All Sub-departments,Reimbursements,All staff,Group 5,500
Burlington,VT,2020,Police Department,Personnel Services,All Sub-departments,Benefits,All staff,Group 5,2747630
Burlington,VT,2020,Police Department,Personnel Services,All Sub-departments,Overtime,All staff,Group 5,686500
Burlington,VT,2020,Police Department,Personnel Services,All Sub-departments,Salaries,All staff,Group 5,10199155
Burlington,VT,2020,Police Department,Personnel Services,All Sub-departments,Training,All staff,Group 5,130500
Burlington,VT,2020,Police Pensions,Personnel Services,All Sub-departments,Retirement/pension,All staff,Group 5,3214665
Charleston,SC,2020,Police Department,Capital Projects,Patrol,All expense items,All staff,Group 4,130000
Charleston,SC,2020,Police Department,Operations,Community Relations,All expense items,All staff,Group 4,44960
Charleston,SC,2020,Police Department,Operations,Crime Victim Assistance,All expense items,All staff,Group 4,35750
Charleston,SC,2020,Police Department,Operations,Patrol,All expense items,All staff,Group 4,5843128
Charleston,SC,2020,Police Department,Operations,Police Radio,All expense items,All staff,Group 4,724486
Charleston,SC,2020,Police Department,Personnel Services,Crime Victim Assistance,Benefits,All staff,Group 4,57071
Charleston,SC,2020,Police Department,Personnel Services,Crime Victim Assistance ,Salaries,All staff,Group 4,128528
Charleston,SC,2020,Police Department,Personnel Services,Patrol,Benefits,All staff,Group 4,13442414
Charleston,SC,2020,Police Department,Personnel Services,Patrol,Salaries,All staff,Group 4,32670190
Charleston,SC,2020,Police Department,Personnel Services,Police Radio,Benefits,All staff,Group 4,106394
Charleston,SC,2020,Police Department,Personnel Services,Police Radio,Salaries,All staff,Group 4,260731
Charleston,SC,2020,Police Department,Transfers,Community Relations,All expense items,All staff,Group 4,1500
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Advertising,Sworn staff,Group 5,6000
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Dues & Subscriptions,Sworn staff,Group 5,4000
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Field Equipment,Sworn staff,Group 5,120000
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Insurance,Sworn staff,Group 5,167554
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Maintenance,Sworn staff,Group 5,242200
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Phones,Sworn staff,Group 5,1.00E+05
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Printing,Sworn staff,Group 5,1500
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Professional Feees,Sworn staff,Group 5,49600
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Rentals,Sworn staff,Group 5,63100
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Training,Sworn staff,Group 5,46000
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Travel,Sworn staff,Group 5,33500
Charleston,WV,2020,Police Department,Contractual Services,All sub departments,Utilities,Sworn staff,Group 5,109000
Charleston,WV,2020,Police Department,Materials and Services,All sub departments,Gasoline,Sworn staff,Group 5,800
Charleston,WV,2020,Police Department,Materials and Services,All sub departments,Prisoner costs,Sworn staff,Group 5,1.00E+05
Charleston,WV,2020,Police Department,Materials and Services,All sub departments,Uniforms,Sworn staff,Group 5,74000
Charleston,WV,2020,Police Department,Other,All sub departments,All expense items,Civilian Staff,Group 5,38400
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Benefits,Civilian Staff,Group 5,392807
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Benefits,Sworn staff,Group 5,2563871
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Insurance,Civilian Staff,Group 5,22276
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Retirement/Pension,Civilian Staff,Group 5,87392
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Retirement/Pension,Sworn staff,Group 5,7504000
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Salaries/Wages,Civilian Staff,Group 5,923920
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Salaries/Wages,Sworn staff,Group 5,9717818
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Uniform,Civilian Staff,Group 5,600
Charleston,WV,2020,Police Department,Personnel Services,All sub departments,Uniform,Sworn staff,Group 5,121250
Charlotte,NC,2020,Police Department,Capital Projects,All Sub-departments,All expense items,All staff,Group 1,37900
Charlotte,NC,2020,Police Department,Operations,All Sub-departments,All expense items,All staff,Group 1,41802397
Charlotte,NC,2020,Police Department,Personnel Services,All Sub-departments,All expense items,All staff,Group 1,244037288
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Communications,All,Group 4,1.00E+05
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Dues and Subscriptions,All,Group 4,8000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Facility,All,Group 4,145000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Grant,All,Group 4,26000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,IT Supplies,All,Group 4,15000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Jail Costs,All,Group 4,570000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Juvenile Detention,All,Group 4,7500
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Maintenance,All,Group 4,55000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Professional Fees,All,Group 4,117000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Training,All,Group 4,70000
Cheyenne,WY,2020,Police Department,Contractual Services,Administration,Tuition Reimbursement,All,Group 4,10000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Field Equipment,All,Group 4,4000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Firearms/Ammunition,All,Group 4,50000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Gasoline,All,Group 4,491000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Maintenance,All,Group 4,20000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Office Supplies,All,Group 4,65000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Other,All,Group 4,24000
Cheyenne,WY,2020,Police Department,Equipment,Administration,Uniforms,All,Group 4,75000
Cheyenne,WY,2020,Police Department,Non-Equipment Expense,Administration,Communication Center,All,Group 4,350000
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Benefits,All,Group 4,241431
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Overtime,All,Group 4,5000
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Retirement/pension,All,Group 4,169993
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Salaries,All,Group 4,887795
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Special Pay,All,Group 4,10980
Cheyenne,WY,2020,Police Department,Personnel Services,Administration,Workers Compensation,All,Group 4,30985
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Benefits,All,Group 4,1624924
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Overtime,All,Group 4,592344
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Retirement/pension,All,Group 4,820436
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Salaries,All,Group 4,7269254
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Special Pay,All,Group 4,238700
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Uniforms,All,Group 4,18000
Cheyenne,WY,2020,Police Department,Personnel Services,Patrol,Workers Compensation,All,Group 4,381445
Chicago,IL,2020,Office of Police Accountability,Contractual services,All sub-departments,Professional Fees,All staff,Group 4,730740
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Gasoline,All staff,Group 4,500
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,IT supplies,All staff,Group 4,191865
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Lease/purchase equipment,All staff,Group 4,26500
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Office Supplies,All staff,Group 4,41000
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Phones,All staff,Group 4,82776
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Rentals,All staff,Group 4,72000
Chicago,IL,2020,Office of Police Accountability,Equipment,All sub-departments,Uniforms,All staff,Group 4,2000
Chicago,IL,2020,Office of Police Accountability,Materials and Services,All sub-departments,Dues,All staff,Group 4,5475
Chicago,IL,2020,Office of Police Accountability,Materials and Services,All sub-departments,Legal Fees,All staff,Group 4,906500
Chicago,IL,2020,Office of Police Accountability,Materials and Services,All sub-departments,Maintenance,All staff,Group 4,20300
Chicago,IL,2020,Office of Police Accountability,Materials and Services,All sub-departments,Technical Meeting Costs,All staff,Group 4,32500
