"citystate","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Auxillary Services","Fringe Benefits","All staff","Group 4",1877278
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Auxillary Services","Salaries/Wages","All staff","Group 4",4217668
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Communications","Fringe Benefits","All staff","Group 4",319024
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Communications","Salaries/Wages","All staff","Group 4",639750
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Detectives","Fringe Benefits","All staff","Group 4",1820036
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Detectives","Salaries/Wages","All staff","Group 4",3972776
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Narcotics","Fringe Benefits","All staff","Group 4",604693
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Narcotics","Salaries/Wages","All staff","Group 4",1186238
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Other","Fringe Benefits","All staff","Group 4",1191273
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Other","Salaries/Wages","All staff","Group 4",3678050
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Patrol","Fringe Benefits","All staff","Group 4",9820779
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Patrol","Salaries/Wages","All staff","Group 4",20241244
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Records","Fringe Benefits","All staff","Group 4",171159
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Records","Salaries/Wages","All staff","Group 4",508744
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Traffic","Fringe Benefits","All staff","Group 4",415748
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Traffic","Salaries/Wages","All staff","Group 4",848244
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Training","Fringe Benefits","All staff","Group 4",41561
"Bridgeport, Connecticut","2020","Police Department","Personnel Services","Training","Salaries/Wages","All staff","Group 4",70666
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Fees for Services Hospitality Expense","All staff","Group 5",6400
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Contractual Services","All staff","Group 5",65744
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Contractual Services","Other staff","Group 5",32500
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Health and Wellness","Other staff","Group 5",20000
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Information Technology","Other staff","Group 5",79300
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Interpreter Services","Other staff","Group 5",6000
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Laboratory Analysis","Other staff","Group 5",2000
"Burlington, Vermont","2020","Police Department","All-Non Personnel Services","All Sub-departments","Professional and Consultant Services Marketing and Promotion","Other staff","Group 5",9000
"Burlington, Vermont","2020","Police Department","Capital Projects","All Sub-departments","Field Equipment","All staff","Group 5",9760
"Burlington, Vermont","2020","Police Department","Debt Expense","All Sub-departments","All expense items","All staff","Group 5",1500
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Field Equipment","All staff","Group 5",83000
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Maintenance","All staff","Group 5",3000
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Office Supplies","All staff","Group 5",101700
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Rentals","All staff","Group 5",2400
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Small Tools and Equipment","All staff","Group 5",4000
"Burlington, Vermont","2020","Police Department","Equipment","All Sub-departments","Transportation","All staff","Group 5",30000
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Dues/Subscriptions","All staff","Group 5",3000
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Facility","All staff","Group 5",170800
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Field Equipment","All staff","Group 5",23000
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Legal Fees","All staff","Group 5",2100
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Maintenance","All staff","Group 5",200
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Medical Fees And Supplies","All staff","Group 5",11600
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Office Supplies","All staff","Group 5",56500
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Regulatory and Bank Fees","All staff","Group 5",4500
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Special Supplies","All staff","Group 5",40000
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Transportation","All staff","Group 5",900
"Burlington, Vermont","2020","Police Department","Materials and Services","All Sub-departments","Uniforms","All staff","Group 5",67000
"Burlington, Vermont","2020","Police Department","Operations","All Sub-departments","Facility","All staff","Group 5",10000
"Burlington, Vermont","2020","Police Department","Operations","All Sub-departments","Field Equipment","All staff","Group 5",4000
"Burlington, Vermont","2020","Police Department","Operations","All Sub-departments","Maintenance","All staff","Group 5",72100
"Burlington, Vermont","2020","Police Department","Operations","All Sub-departments","Transportation","All staff","Group 5",2000
"Burlington, Vermont","2020","Police Department","Other Charges","All Sub-departments","All expense items","All staff","Group 5",48000
"Burlington, Vermont","2020","Police Department","Personnel Services","All Sub-departments","Benefits","All staff","Group 5",2679277
"Burlington, Vermont","2020","Police Department","Personnel Services","All Sub-departments","Overtime","All staff","Group 5",596500
"Burlington, Vermont","2020","Police Department","Personnel Services","All Sub-departments","Salaries","All staff","Group 5",9395657
"Burlington, Vermont","2020","Police Department","Personnel Services","All Sub-departments","Training","All staff","Group 5",105500
"Burlington, Vermont","2020","Police Department","Personnel Services","Dispatch Services","Benefits","All staff","Group 5",68353
"Burlington, Vermont","2020","Police Department","Personnel Services","Dispatch Services","Overtime","All staff","Group 5",90000
"Burlington, Vermont","2020","Police Department","Personnel Services","Dispatch Services","Salaries","All staff","Group 5",803498
"Burlington, Vermont","2020","Police Department","Personnel Services","Recruitment","All expense items","All staff","Group 5",25000
"Burlington, Vermont","2020","Police Department","Reimbursements","All Sub-departments","All expense items","All staff","Group 5",500
"Burlington, Vermont","2020","Police Pensions","All Pension","All Sub-departments","Retirement/pension","All staff","Group 5",3214665
"Charleston, South Carolina","2020","Police Department","Capital Projects","All Sub-departments","All expense items","All staff","Group 4",130000
"Charleston, South Carolina","2020","Police Department","Operations","All Sub-departments","All expense items","All staff","Group 4",5843128
"Charleston, South Carolina","2020","Police Department","Operations","Community Relations","All expense items","All staff","Group 4",44960
"Charleston, South Carolina","2020","Police Department","Operations","Crime Victim Assistance","All expense items","All staff","Group 4",35750
"Charleston, South Carolina","2020","Police Department","Operations","Police Radio Shop","All expense items","All staff","Group 4",724486
"Charleston, South Carolina","2020","Police Department","Personnel Services","Crime Victim Assistance","Benefits","All staff","Group 4",57071
