"","city","stateAbb","year","department","expensecat","subdep","expensedescrip","personneltype","group","total"
"630","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Holiday Pay","All Staff","Group 4",10000
"631","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Maintenance","All Staff","Group 4",6926
"632","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Printing","All Staff","Group 4",10500
"633","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Salaries","All Staff","Group 4",2449756
"634","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Small tools/minor equipment","All Staff","Group 4",19000
"635","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Special Pay","All Staff","Group 4",3000
"636","Austin","TX","2020","Police Department","Personnel Services","Internal Affairs","Uniforms","All Staff","Group 4",10000
"637","Austin","TX","2020","Police Department","Personnel Services","Investigations","Benefits","All Staff","Group 4",6222276
"638","Austin","TX","2020","Police Department","Personnel Services","Investigations","Bilingual Pay","All Staff","Group 4",158400
"639","Austin","TX","2020","Police Department","Personnel Services","Investigations","FICA tax","All Staff","Group 4",2424754
"640","Austin","TX","2020","Police Department","Personnel Services","Investigations","Holiday Pay","All Staff","Group 4",256331
"641","Austin","TX","2020","Police Department","Personnel Services","Investigations","Organized Crime","All Staff","Group 4",17676003
"642","Austin","TX","2020","Police Department","Personnel Services","Investigations","Overtime","All Staff","Group 4",1984623
"643","Austin","TX","2020","Police Department","Personnel Services","Investigations","Retirement/pension","All Staff","Group 4",8048762
"644","Austin","TX","2020","Police Department","Personnel Services","Investigations","Salaries","All Staff","Group 4",37866948
"645","Austin","TX","2020","Police Department","Personnel Services","Investigations","Special Pay","All Staff","Group 4",448241
"646","Austin","TX","2020","Police Department","Personnel Services","Investigations","Tuition Reimbursement","All Staff","Group 4",757800
"647","Austin","TX","2020","Police Department","Personnel Services","Investigations","Uniforms","All Staff","Group 4",189744
"648","Austin","TX","2020","Police Department","Personnel Services","Patrol","Benefits","All Staff","Group 4",23195227
"649","Austin","TX","2020","Police Department","Personnel Services","Patrol","Bilingual Pay","All Staff","Group 4",327600
"650","Austin","TX","2020","Police Department","Personnel Services","Patrol","Field Equipment","All Staff","Group 4",1670490
"651","Austin","TX","2020","Police Department","Personnel Services","Patrol","Fringe Benefits","All Staff","Group 4",3336379
"652","Austin","TX","2020","Police Department","Personnel Services","Patrol","Holiday Pay","All Staff","Group 4",881513
"653","Austin","TX","2020","Police Department","Personnel Services","Patrol","Medical services","All Staff","Group 4",24308
"654","Austin","TX","2020","Police Department","Personnel Services","Patrol","Office supplies","All Staff","Group 4",2458
"655","Austin","TX","2020","Police Department","Personnel Services","Patrol","Other","All Staff","Group 4",1200
"656","Austin","TX","2020","Police Department","Personnel Services","Patrol","Overtime","All Staff","Group 4",3624222
"657","Austin","TX","2020","Police Department","Personnel Services","Patrol","Phones","All Staff","Group 4",12180
"658","Austin","TX","2020","Police Department","Personnel Services","Patrol","Rentals","All Staff","Group 4",60548
"659","Austin","TX","2020","Police Department","Personnel Services","Patrol","Retirement/pension","All Staff","Group 4",18557434
"660","Austin","TX","2020","Police Department","Personnel Services","Patrol","Salaries","All Staff","Group 4",2279502
"661","Austin","TX","2020","Police Department","Personnel Services","Patrol","Special Pay","All Staff","Group 4",1e+05
"662","Austin","TX","2020","Police Department","Personnel Services","Patrol","Tuition Reimbursement","All Staff","Group 4",1725140
"663","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Benefits","All Staff","Group 4",4610677
"664","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Bilingual Pay","All Staff","Group 4",75600
"665","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Dues","All Staff","Group 4",55830
"666","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Field Equipment","All Staff","Group 4",26329
"667","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Office supplies","All Staff","Group 4",461
"668","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Other","All Staff","Group 4",39396
"669","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Rentals","All Staff","Group 4",16966
"670","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Retirement/pension","All Staff","Group 4",4162230
"671","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Salaries","All Staff","Group 4",1061876
"672","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Special Pay","All Staff","Group 4",15000
"673","Austin","TX","2020","Police Department","Personnel Services","Patrol Support","Tuition Reimbursement","All Staff","Group 4",388477
"674","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Benefits","All Staff","Group 4",564550
"675","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Bilingual Pay","All Staff","Group 4",10200
"676","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Maintenance","All Staff","Group 4",3209
"677","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Printing","All Staff","Group 4",1400
"678","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Salaries","All Staff","Group 4",1896830
"679","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Small tools/minor equipment","All Staff","Group 4",3700
"680","Austin","TX","2020","Police Department","Personnel Services","Recruiting","Training","All Staff","Group 4",12000
"681","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Benefits","All Staff","Group 4",5023166
"682","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Bilingual Pay","All Staff","Group 4",72900
"683","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Dues","All Staff","Group 4",239
"684","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Facility","All Staff","Group 4",5400
"685","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Holiday Pay","All Staff","Group 4",70718
"686","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","IT Maintenance","All Staff","Group 4",2333
"687","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","IT Supplies","All Staff","Group 4",1110
"688","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Medical services","All Staff","Group 4",40681
"689","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Medical supplies","All Staff","Group 4",644
"690","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Office supplies","All Staff","Group 4",7389
"691","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Other","All Staff","Group 4",39580
"692","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Overtime","All Staff","Group 4",2579140
"693","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Phones","All Staff","Group 4",4200
"694","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Rentals","All Staff","Group 4",12055
"695","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Retirement/pension","All Staff","Group 4",4208764
"696","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Salaries","All Staff","Group 4",1340540
"697","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Special Pay","All Staff","Group 4",9000
"698","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Transportation","All Staff","Group 4",34209
"699","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Travel","All Staff","Group 4",2500
"700","Austin","TX","2020","Police Department","Personnel Services","Specialized Patrol","Tuition Reimbursement","All Staff","Group 4",383100
"701","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Benefits","All Staff","Group 4",1975089
"702","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Bilingual Pay","All Staff","Group 4",12600
"703","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Holiday Pay","All Staff","Group 4",10000
"704","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Maintenance","All Staff","Group 4",10850
"705","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Phones","All Staff","Group 4",65966
"706","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Printing","All Staff","Group 4",168
"707","Austin","TX","2020","Police Department","Personnel Services","Strategic Support","Salaries","All Staff","Group 4",918658
